semafor_id,status,raskrsnica_id,naziv_raskrsnice,tip_raskrsnice
410,aktivan,409,Raskrsnica sa semaforom,kontrolisana raskrsnica
410,aktivan,410,Raskrsnica sa semaforom,kontrolisana raskrsnica
411,aktivan,411,Raskrsnica sa semaforom,kontrolisana raskrsnica
411,aktivan,412,Raskrsnica sa semaforom,kontrolisana raskrsnica
412,aktivan,411,Raskrsnica sa semaforom,kontrolisana raskrsnica
412,aktivan,412,Raskrsnica sa semaforom,kontrolisana raskrsnica
413,aktivan,404,Raskrsnica sa semaforom,kontrolisana raskrsnica
413,aktivan,413,Raskrsnica sa semaforom,kontrolisana raskrsnica
414,aktivan,414,Raskrsnica sa semaforom,kontrolisana raskrsnica
415,aktivan,415,Raskrsnica sa semaforom,kontrolisana raskrsnica
415,aktivan,416,Raskrsnica sa semaforom,kontrolisana raskrsnica
415,aktivan,417,Raskrsnica sa semaforom,kontrolisana raskrsnica
416,aktivan,415,Raskrsnica sa semaforom,kontrolisana raskrsnica
416,aktivan,416,Raskrsnica sa semaforom,kontrolisana raskrsnica
416,aktivan,418,Raskrsnica sa semaforom,kontrolisana raskrsnica
417,aktivan,415,Raskrsnica sa semaforom,kontrolisana raskrsnica
417,aktivan,417,Raskrsnica sa semaforom,kontrolisana raskrsnica
417,aktivan,418,Raskrsnica sa semaforom,kontrolisana raskrsnica
418,aktivan,416,Raskrsnica sa semaforom,kontrolisana raskrsnica
418,aktivan,417,Raskrsnica sa semaforom,kontrolisana raskrsnica
418,aktivan,418,Raskrsnica sa semaforom,kontrolisana raskrsnica
419,aktivan,419,Raskrsnica sa semaforom,kontrolisana raskrsnica
420,aktivan,420,Raskrsnica sa semaforom,kontrolisana raskrsnica
421,aktivan,421,Raskrsnica sa semaforom,kontrolisana raskrsnica
422,aktivan,422,Raskrsnica sa semaforom,kontrolisana raskrsnica
423,aktivan,423,Raskrsnica Bulevar / Futoška,kontrolisana raskrsnica
424,aktivan,424,Raskrsnica Bulevar / Temerinska,kontrolisana raskrsnica
425,neispravan,170,Raskrsnica sa semaforom,kontrolisana raskrsnica
425,neispravan,425,Raskrsnica Laze Telečkog / Futoška,nekontrolisana raskrsnica
426,aktivan,426,Kružni tok Liman,kruzni tok
427,u_odrzavanju,427,Raskrsnica Temerinska / Kisačka,kontrolisana raskrsnica
