znak_id,tip_znaka,stanje,ulica_id,naziv_ulice,tip_ulice
1097,pedestrian_crossing,dobro,4160,Раде Кондића,primary
1097,pedestrian_crossing,dobro,4162,Раде Кондића,primary
1097,pedestrian_crossing,dobro,4164,Раде Кондића,primary
1097,pedestrian_crossing,dobro,4166,Раде Кондића,primary
1097,pedestrian_crossing,dobro,4167,Раде Кондића,primary
1098,pedestrian_crossing,dobro,4378,Булевар патријарха Павла,secondary
1098,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1098,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1099,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1099,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1099,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1099,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1099,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1100,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1100,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1100,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1100,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1100,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1101,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1101,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1101,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1101,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1101,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1102,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1102,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1102,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1102,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1103,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1103,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1103,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1103,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1103,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1104,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1104,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1104,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1104,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1104,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1105,pedestrian_crossing,dobro,4332,Булевар Европе,secondary
1105,pedestrian_crossing,dobro,4334,Булевар Европе,secondary
1105,pedestrian_crossing,dobro,4350,Булевар Европе,secondary
1105,pedestrian_crossing,dobro,4461,Булевар Европе,secondary
1105,pedestrian_crossing,dobro,4463,Булевар Европе,secondary
1105,pedestrian_crossing,dobro,4467,Булевар Европе,secondary
1106,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1106,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1106,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1106,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1106,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1107,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1107,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1107,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1107,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1108,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1108,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1108,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1108,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1109,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1109,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1109,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1109,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1109,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1110,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1110,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary
1110,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary
1110,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1110,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1112,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1112,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1113,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1113,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1113,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1113,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1113,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1114,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1114,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1114,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1114,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1114,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1115,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1115,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1115,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1115,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1115,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1116,pedestrian_crossing,dobro,4400,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1117,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1118,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1119,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1120,pedestrian_crossing,dobro,4346,Цара Душана,tertiary
1120,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1121,pedestrian_crossing,dobro,4330,Цара Душана,tertiary
1121,pedestrian_crossing,dobro,4346,Цара Душана,tertiary
1121,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1121,pedestrian_crossing,dobro,4518,Цара Душана,tertiary
1122,pedestrian_crossing,dobro,4346,Цара Душана,tertiary
1122,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1122,pedestrian_crossing,dobro,4518,Цара Душана,tertiary
1123,pedestrian_crossing,dobro,4346,Цара Душана,tertiary
1123,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1124,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1124,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1125,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1125,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1125,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1126,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1126,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1126,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1127,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1128,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1129,stop,dobro,4448,Булевар патријарха Павла,secondary
1129,stop,dobro,4449,Булевар патријарха Павла,secondary
1129,stop,dobro,4468,Булевар патријарха Павла,secondary
1129,stop,dobro,4470,Булевар патријарха Павла,secondary
1129,stop,dobro,4471,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1130,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1131,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1131,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1131,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1131,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1131,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1132,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1133,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4410,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1134,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1135,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1136,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1137,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4411,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4454,Булевар патријарха Павла,secondary
1138,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1139,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1139,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1139,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1139,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1139,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1140,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1140,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1140,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1140,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1140,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1141,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1141,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1141,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1141,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1142,pedestrian_crossing,dobro,4449,Булевар патријарха Павла,secondary
1142,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1142,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1142,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1142,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1143,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1143,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1143,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1143,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1143,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1146,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1146,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1146,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1146,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1146,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1147,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1147,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1147,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1147,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1147,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1148,pedestrian_crossing,dobro,4468,Булевар патријарха Павла,secondary
1148,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary
1148,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1148,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary
1148,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1149,pedestrian_crossing,dobro,4007,Булевар патријарха Павла,secondary
1149,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1149,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1149,pedestrian_crossing,dobro,4478,Булевар патријарха Павла,secondary
1149,pedestrian_crossing,dobro,4501,Булевар патријарха Павла,secondary
1149,pedestrian_crossing,dobro,4505,Булевар патријарха Павла,secondary
1150,pedestrian_crossing,dobro,4007,Булевар патријарха Павла,secondary
1150,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary
1150,pedestrian_crossing,dobro,4475,Булевар патријарха Павла,secondary
1150,pedestrian_crossing,dobro,4478,Булевар патријарха Павла,secondary
1150,pedestrian_crossing,dobro,4501,Булевар патријарха Павла,secondary
1150,pedestrian_crossing,dobro,4505,Булевар патријарха Павла,secondary
1151,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1151,pedestrian_crossing,dobro,4518,Цара Душана,tertiary
1152,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1152,pedestrian_crossing,dobro,4518,Цара Душана,tertiary
1153,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1153,pedestrian_crossing,dobro,4518,Цара Душана,tertiary
1154,pedestrian_crossing,dobro,4346,Цара Душана,tertiary
1154,pedestrian_crossing,dobro,4435,Цара Душана,tertiary
1154,pedestrian_crossing,dobro,4518,Цара Душана,tertiary
1154,pedestrian_crossing,dobro,4526,Цара Душана,tertiary
1157,pedestrian_crossing,dobro,4463,Булевар Европе,secondary
1157,pedestrian_crossing,dobro,4467,Булевар Европе,secondary
1157,pedestrian_crossing,dobro,4528,Булевар Европе,secondary
1157,pedestrian_crossing,dobro,4532,Булевар Европе,secondary
1158,pedestrian_crossing,dobro,4007,Булевар патријарха Павла,secondary
1158,pedestrian_crossing,dobro,4478,Булевар патријарха Павла,secondary
1158,pedestrian_crossing,dobro,4501,Булевар патријарха Павла,secondary
1158,pedestrian_crossing,dobro,4505,Булевар патријарха Павла,secondary
1159,pedestrian_crossing,dobro,4467,Булевар Европе,secondary
1159,pedestrian_crossing,dobro,4528,Булевар Европе,secondary
1160,pedestrian_crossing,dobro,4463,Булевар Европе,secondary
1160,pedestrian_crossing,dobro,4467,Булевар Европе,secondary
1160,pedestrian_crossing,dobro,4528,Булевар Европе,secondary
1160,pedestrian_crossing,dobro,4532,Булевар Европе,secondary
1160,pedestrian_crossing,dobro,4534,Булевар Европе,secondary
1161,pedestrian_crossing,dobro,4463,Булевар Европе,secondary
1161,pedestrian_crossing,dobro,4467,Булевар Европе,secondary
1161,pedestrian_crossing,dobro,4528,Булевар Европе,secondary
1161,pedestrian_crossing,dobro,4532,Булевар Европе,secondary
1161,pedestrian_crossing,dobro,4534,Булевар Европе,secondary
1162,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1162,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1162,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1163,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1163,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1163,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1164,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1164,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1164,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1165,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1165,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1165,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1166,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1166,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1166,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1167,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1167,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1167,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1168,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1168,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1168,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1169,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1169,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1169,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1170,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1170,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1170,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1171,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1171,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1171,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1172,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1172,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1172,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1177,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1177,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1177,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1177,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1178,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1178,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1178,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1178,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1179,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1179,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1179,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1179,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1180,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1180,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1180,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1180,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1181,pedestrian_crossing,dobro,3515,Булевар цара Лазара,secondary
1181,pedestrian_crossing,dobro,3517,Булевар цара Лазара,secondary
1181,pedestrian_crossing,dobro,3520,Булевар цара Лазара,secondary
1181,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1182,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1182,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1182,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1183,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1183,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1183,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1184,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary
1184,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1184,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1186,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1186,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1186,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1186,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1187,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1187,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1187,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1187,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1188,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1188,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1188,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1188,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1189,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary
1189,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1189,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1189,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1193,pedestrian_crossing,dobro,3515,Булевар цара Лазара,secondary
1193,pedestrian_crossing,dobro,3517,Булевар цара Лазара,secondary
1193,pedestrian_crossing,dobro,3520,Булевар цара Лазара,secondary
1193,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1193,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1193,pedestrian_crossing,dobro,4567,Булевар цара Лазара,secondary
1194,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary
1194,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1194,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1195,pedestrian_crossing,dobro,3515,Булевар цара Лазара,secondary
1195,pedestrian_crossing,dobro,3517,Булевар цара Лазара,secondary
1195,pedestrian_crossing,dobro,3520,Булевар цара Лазара,secondary
1195,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
1195,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary
1195,pedestrian_crossing,dobro,4567,Булевар цара Лазара,secondary
1196,pedestrian_crossing,dobro,3515,Булевар цара Лазара,secondary
1196,pedestrian_crossing,dobro,3517,Булевар цара Лазара,secondary
1196,pedestrian_crossing,dobro,3520,Булевар цара Лазара,secondary
1196,pedestrian_crossing,dobro,4431,Булевар цара Лазара,secondary
